Date Live,Game ID,Grid Key,Answer Key,QA Link,Name,DB status,TS Difficulty Rating,Size,Dupe?,QA?,Notes,Win Rate Overall,New Player Win Rate,India WR,India NPWR
7/17,78,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 0, 1, 1, 1, 3, 2, 2, 2, 2, 0, 0, 1, 3, 3, 3, 4, 2, 2, 0, 0, 0, 0, 3, 4, 4, 4, 2, 0, 5, 5, 5, 6, 2, 4, 2, 2, 0, 7, 7, 7, 6, 2, 2, 2, 2, 0, 7, 7, 7, 6, 8, 8, 8, 2, 0, 0, 7, 7, 7, 2, 2, 2, 2]","[0, 11, 26, 32, 43, 46, 58, 69, 75]",https://www.linkedin.com/games/queens/?puzzleId=78,"""Plus and Minus""",DB Game is good,Easy,9x9,Unique,TRUE,Hinter works,89.80%,59.40%,,
7/18,79,"[0, 0, 1, 1, 1, 1, 2, 2, 2, 0, 1, 1, 1, 3, 3, 3, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 4, 1, 1, 1, 1, 3, 1, 1, 1, 4, 1, 1, 1, 1, 5, 1, 1, 1, 4, 4, 4, 1, 5, 5, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 7, 8, 1, 1, 6, 6, 1, 1, 1, 7, 8, 8, 1, 1, 1, 1, 7, 7, 7]","[1, 14, 26, 30, 42, 47, 58, 63, 79]",https://www.linkedin.com/games/queens/?puzzleId=79,"""Vv Pairs""",DB Game is good,Easy-Medium,9x9,Unique,TRUE,Hinter works,90.70%,60.60%,,
7/19,80,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 6, 6, 6, 7, 0, 4, 2, 2, 2, 3, 6, 7, 0, 5, 2, 1, 1, 3, 6, 7, 0, 5, 3, 1, 1, 3, 6, 7, 0, 5, 3, 3, 3, 3, 5, 7, 0, 5, 5, 5, 5, 5, 5, 7, 0, 0, 0, 5, 5, 7, 7, 7]","[0, 10, 20, 30, 35, 45, 49, 63]",https://www.linkedin.com/games/queens/?puzzleId=80,"""Head of Logic""",DB Game is good,Medium,8x8,Unique,TRUE,Hinter works,89.50%,63.60%,,
7/20,81,"[7, 7, 7, 4, 4, 6, 6, 6, 7, 4, 4, 4, 4, 4, 4, 6, 7, 7, 4, 4, 4, 4, 6, 6, 7, 4, 4, 4, 4, 4, 4, 5, 3, 2, 4, 4, 4, 4, 1, 5, 3, 2, 2, 2, 1, 1, 1, 5, 3, 2, 0, 2, 1, 0, 1, 5, 3, 3, 0, 0, 0, 0, 5, 5]","[5, 11, 17, 31, 32, 42, 54, 60]",https://www.linkedin.com/games/queens/?puzzleId=81,"""Nearly Symmetric""",DB Game is good,Medium,8x8,Unique,TRUE,Hinter works,83.70%,62.80%,,
7/21,82,"[5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 7, 5, 5, 5, 0, 0, 0, 0, 0, 0, 7, 12, 5, 5, 5, 13, 13, 13, 13, 0, 7, 12, 12, 5, 5, 13, 9, 9, 9, 9, 7, 12, 1, 6, 5, 13, 9, 9, 9, 9, 7, 12, 1, 1, 13, 13, 9, 9, 9, 9, 7, 12, 7, 1, 8, 13, 13, 13, 13, 9, 7, 7, 7, 1, 8, 8, 8, 9, 9, 9, 4, 4, 7, 1, 8, 1, 8, 8, 8, 8, 4, 4, 4, 1, 1, 1, 8, 8, 8, 8]","[4, 19, 27, 31, 43, 58, 62, 76, 80, 95]",https://www.linkedin.com/games/queens/?puzzleId=82,"""NoClueCrossword""",DB Game is good,Medium-Hard,10x10,Unique,TRUE,Hinter works,81.10%,43.40%,,
7/22,83,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 2, 3, 1, 1, 1, 1, 4, 5, 2, 3, 3, 1, 1, 4, 4, 5, 2, 2, 2, 1, 1, 4, 5, 5, 6, 6, 1, 1, 1, 1, 5, 7, 6, 1, 1, 1, 1, 1, 1, 7, 6, 6, 6, 6, 7, 7, 7, 7]","[7, 11, 17, 29, 34, 46, 48, 60]",https://www.linkedin.com/games/queens/?puzzleId=83,"""Hourglass""",DB Game is good,Easy,8x8,Unique,TRUE,Hinter works,91.20%,68.30%,,
7/23,84,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 2, 0, 0, 0, 1, 3, 3, 3, 2, 4, 4, 4, 0, 1, 1, 1, 3, 5, 5, 5, 4, 0, 1, 3, 3, 3, 5, 4, 4, 4, 0, 1, 3, 6, 6, 6, 6, 6, 4, 0, 1, 3, 3, 3, 6, 4, 4, 4, 0, 1, 1, 1, 1, 7, 8, 8, 0, 0, 1, 1, 1, 1, 7, 8, 0, 0, 0]","[8, 12, 19, 32, 43, 47, 54, 69, 76]",https://www.linkedin.com/games/queens/?puzzleId=84,"""Jordan"" ",DB Game is good,Easy,9x9,Unique,TRUE,Hinter works,94.70%,65.40%,,
7/24,85,"[0, 0, 0, 1, 1, 2, 2, 2, 0, 0, 1, 1, 3, 2, 2, 2, 0, 1, 1, 3, 3, 2, 2, 2, 1, 1, 3, 3, 4, 5, 2, 2, 1, 3, 3, 4, 4, 5, 6, 2, 7, 7, 7, 5, 5, 5, 6, 2, 2, 2, 7, 7, 6, 6, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[0, 12, 17, 29, 35, 46, 50, 63]",https://www.linkedin.com/games/queens/?puzzleId=85,"""Bouquet"" ",DB Game is good,Easy-Medium,8x8,Unique,TRUE,Hinter works,92.20%,69.50%,,
7/25,86,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 0, 0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 6, 6, 7, 7, 8, 8, 0, 0, 9, 9, 6, 6, 7, 7, 8, 8, 9, 9, 9, 9, 7, 7, 7, 7, 7, 7, 7, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]","[0, 18, 23, 35, 47, 51, 66, 72, 84, 99]",https://www.linkedin.com/games/queens/?puzzleId=86,"""Thanks for the Ride""",DB Game is good,Easy-Medium,10x10,Unique,TRUE,Hinter works,93.70%,59.90%,,
7/26,87,"[2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 0, 0, 2, 3, 3, 3, 1, 1, 2, 2, 2, 2, 3, 6, 3, 1, 1, 4, 4, 4, 1, 3, 6, 3, 1, 1, 8, 8, 4, 1, 3, 3, 3, 1, 1, 8, 8, 4, 1, 1, 1, 1, 1, 1, 4, 4, 4, 1, 1, 5, 5, 5, 5, 1, 1, 1, 1, 1, 5, 7, 7, 5, 1, 1, 1, 1, 1, 5, 5, 5, 5]","[3, 10, 23, 34, 40, 45, 56, 69, 80]",https://www.linkedin.com/games/queens/?puzzleId=87,"""Boxes in Boxes""",DB Game is good,Medium,9x9,Unique,TRUE,Hinter works,91.80%,65.40%,,
7/27,88,"[3, 3, 3, 3, 6, 6, 4, 4, 2, 2, 9, 3, 3, 3, 6, 6, 4, 4, 2, 2, 9, 9, 3, 6, 6, 6, 6, 2, 2, 0, 3, 9, 3, 6, 8, 8, 8, 2, 0, 0, 3, 3, 3, 6, 6, 6, 8, 2, 0, 2, 5, 3, 3, 6, 6, 6, 6, 2, 2, 2, 5, 3, 3, 7, 7, 7, 6, 2, 1, 1, 5, 3, 3, 6, 7, 6, 6, 2, 1, 2, 5, 3, 3, 6, 6, 6, 6, 2, 1, 2, 3, 3, 3, 3, 6, 6, 6, 2, 2, 2]","[2, 16, 21, 35, 48, 53, 69, 74, 80, 97]",https://www.linkedin.com/games/queens/?puzzleId=88,"""Big Tetrominoes""",DB Game is good,Medium,10x10,Unique,TRUE,Hinter works,85.90%,60.20%,,
7/28,89,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 3, 3, 2, 4, 5, 5, 5, 0, 0, 3, 3, 3, 4, 6, 7, 5, 0, 0, 0, 0, 0, 4, 6, 7, 5, 0, 0, 8, 0, 0, 4, 6, 7, 7, 0, 8, 8, 8, 0, 4, 6, 6, 7, 0, 0, 8, 0, 0]","[7, 13, 26, 33, 39, 45, 56, 68, 73]",https://www.linkedin.com/games/queens/?puzzleId=89,"""Pentomino Packing""",DB Game is good,Medium-Hard,9x9,Unique,TRUE,Hinter works,91.30%,63.50%,,
7/29,90,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 2, 1, 2, 3, 3, 3, 1, 0, 2, 1, 2, 3, 4, 3, 1, 0, 2, 2, 2, 3, 4, 3, 1, 0, 5, 6, 5, 7, 7, 7, 1, 0, 5, 6, 5, 7, 1, 1, 1, 0, 5, 5, 5, 7, 7, 7, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 14, 19, 29, 34, 44, 49, 63]",https://www.linkedin.com/games/queens/?puzzleId=90,"""U-turn""",DB Game is good,Easy,8x8,Unique,TRUE,Hinter works,96.20%,67.90%,,
7/30,91,"[0, 0, 0, 1, 1, 1, 1, 1, 2, 3, 4, 0, 0, 5, 1, 1, 1, 2, 3, 4, 4, 5, 5, 5, 1, 1, 2, 3, 3, 4, 5, 5, 5, 2, 2, 2, 3, 6, 5, 5, 5, 5, 5, 2, 7, 6, 6, 5, 5, 5, 5, 5, 7, 7, 6, 5, 5, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 8, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 5, 5]","[5, 12, 18, 29, 43, 46, 62, 69, 76]",https://www.linkedin.com/games/queens/?puzzleId=91,"""Mountain""",DB Game is good,Easy,9x9,Unique,TRUE,Hinter works,92.10%,63.60%,,
7/31,92,"[0, 1, 1, 1, 1, 2, 2, 2, 0, 0, 1, 3, 3, 3, 2, 3, 0, 1, 1, 3, 3, 3, 3, 3, 1, 1, 1, 3, 3, 3, 4, 3, 1, 1, 1, 1, 3, 4, 4, 4, 5, 1, 1, 1, 3, 6, 6, 6, 5, 5, 1, 1, 6, 6, 7, 6, 5, 1, 1, 1, 1, 7, 7, 7]","[5, 9, 19, 30, 34, 40, 52, 63]",https://www.linkedin.com/games/queens/?puzzleId=92,"""World War T""",DB Game is good,Easy-Medium,8x8,Unique,TRUE,Hinter works,91.60%,69.40%,,
8/1,93,"[8, 8, 8, 8, 8, 8, 8, 7, 8, 0, 0, 0, 5, 7, 7, 7, 8, 0, 4, 4, 5, 6, 6, 6, 8, 0, 4, 4, 5, 5, 5, 6, 8, 2, 4, 4, 4, 4, 3, 6, 8, 2, 4, 4, 4, 4, 3, 8, 8, 2, 2, 2, 3, 3, 3, 8, 8, 8, 8, 8, 8, 8, 8, 8]","[7, 10, 22, 28, 33, 43, 53, 56]",https://www.linkedin.com/games/queens/?puzzleId=93,"""V Formation""",DB Game is good,Medium,8x8,Unique,TRUE,Hinter works,89.10%,60.90%,,
8/2,94,"[6, 6, 6, 6, 4, 3, 3, 2, 2, 6, 4, 4, 4, 4, 4, 3, 3, 2, 6, 4, 4, 4, 7, 4, 4, 3, 2, 4, 4, 4, 4, 7, 4, 4, 3, 2, 4, 5, 5, 5, 7, 7, 4, 4, 2, 4, 5, 8, 5, 5, 7, 7, 4, 1, 4, 4, 8, 4, 4, 4, 4, 4, 1, 4, 4, 8, 4, 4, 0, 0, 0, 1, 8, 8, 8, 0, 0, 0, 1, 1, 1]","[1, 15, 22, 35, 39, 45, 56, 68, 79]",https://www.linkedin.com/games/queens/?puzzleId=94,"""Eight Hexominoes""",DB Game is good,Medium,9x9,Unique,TRUE,Hinter works,79.50%,50.80%,,
8/3,95,"[6, 6, 0, 0, 0, 0, 0, 0, 6, 0, 0, 5, 3, 3, 2, 2, 6, 5, 5, 5, 1, 3, 2, 2, 6, 5, 1, 1, 1, 3, 3, 3, 6, 6, 6, 4, 4, 4, 7, 3, 3, 3, 6, 4, 7, 7, 7, 3, 3, 3, 6, 6, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[5, 15, 20, 25, 35, 46, 50, 56]",https://www.linkedin.com/games/queens/?puzzleId=95,"""Knot""",DB Game is good,Medium-Hard,8x8,Unique,TRUE,Hinter works,83.50%,55.70%,,
8/4,96,"[5, 5, 5, 6, 6, 6, 6, 6, 5, 0, 0, 0, 6, 6, 6, 6, 5, 0, 1, 1, 3, 3, 3, 6, 5, 0, 1, 1, 2, 2, 3, 6, 5, 4, 4, 4, 2, 2, 3, 6, 5, 5, 7, 4, 4, 4, 4, 6, 7, 5, 7, 7, 7, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 6]","[1, 11, 21, 26, 36, 46, 48, 63]",https://www.linkedin.com/games/queens/?puzzleId=96,"""Enclosed""",DB Game is good,Hard ,8x8,Unique,TRUE,Hinter works,87.60%,57.70%,,
8/5,97,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 3, 0, 4, 5, 5, 5, 2, 3, 0, 4, 5, 5, 5, 6, 3, 0, 4, 5, 5, 5, 6, 3, 0, 4, 4, 4, 6, 6, 3, 0, 3, 3, 3, 3, 3, 3]","[0, 9, 19, 24, 29, 39, 48]",https://www.linkedin.com/games/queens/?puzzleId=97,"""Surrounded""",DB Game is good,Easy,7x7,Unique,TRUE,Hinter works,96.30%,65.90%,,
8/6,98,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 0, 2, 3, 1, 3, 1, 0, 2, 2, 2, 3, 3, 3, 1, 0, 0, 0, 2, 4, 4, 3, 5, 0, 6, 0, 6, 7, 4, 7, 5, 0, 6, 6, 6, 7, 7, 7, 0, 0, 0, 0, 6, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 9, 20, 31, 37, 42, 54, 56]",https://www.linkedin.com/games/queens/?puzzleId=98,"""Connect Four""",DB Game is good,Easy,8x8,Unique,TRUE,Hinter works,92.40%,62.20%,,
8/7,99,"[0, 1, 2, 2, 3, 3, 3, 1, 1, 1, 2, 3, 4, 3, 2, 1, 2, 2, 3, 4, 3, 2, 2, 2, 5, 5, 4, 3, 6, 6, 6, 5, 4, 4, 3, 6, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[0, 10, 15, 25, 34, 37, 47]",https://www.linkedin.com/games/queens/?puzzleId=99,"""Clear Starting POINT""",DB Game is good,Easy-Medium,7x7,Unique,TRUE,Hinter works,94.50%,69.70%,,
8/8,100,"[2, 2, 9, 9, 10, 10, 10, 10, 8, 8, 8, 2, 2, 9, 9, 1, 1, 1, 10, 8, 3, 8, 2, 2, 15, 9, 1, 4, 1, 10, 8, 3, 8, 2, 15, 15, 9, 1, 4, 1, 10, 8, 3, 8, 2, 2, 15, 9, 1, 4, 1, 10, 8, 8, 8, 2, 2, 15, 9, 1, 1, 1, 5, 5, 5, 5, 2, 2, 15, 9, 9, 5, 5, 5, 2, 2, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2, 2, 7, 2, 2, 2, 2, 2, 2, 2, 2, 7, 7, 7, 2, 2, 2, 2, 2, 7, 7, 7, 7, 6, 6, 2, 2, 7, 7, 7, 7, 6, 6, 6, 6, 6]","[7, 20, 27, 34, 52, 61, 70, 79, 88, 109, 113]",https://www.linkedin.com/games/queens/?puzzleId=100,"""100""",DB Game is good,Medium,11x11,Unique,TRUE,Hinter works,72.50%,43.20%,,
8/9,101,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 1, 1, 1, 2, 2, 3, 1, 1, 1, 1, 1, 4, 3, 3, 1, 1, 1, 4, 4, 3, 1, 1, 5, 1, 1, 5, 6, 6, 6, 5, 5, 5, 5]","[6, 11, 16, 21, 33, 38, 43]",https://www.linkedin.com/games/queens/?puzzleId=101,"""Star""",DB Game is good,Medium,7x7,Unique,TRUE,Hinter works,92.10%,68.90%,,
8/10,102,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 2, 2, 2, 1, 3, 3, 1, 0, 2, 2, 4, 2, 3, 3, 5, 1, 0, 2, 4, 4, 3, 3, 6, 5, 5, 0, 2, 4, 7, 7, 6, 6, 6, 5, 0, 2, 4, 4, 7, 7, 6, 8, 5, 0, 2, 2, 4, 2, 7, 8, 8, 5, 0, 0, 2, 2, 2, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 25, 31, 42, 47, 59, 71, 72]",https://www.linkedin.com/games/queens/?puzzleId=102,"""Moon and Star""",DB Game is good,Medium-Hard,9x9,Unique,TRUE,Hinter works,79.90%,57.50%,,
8/11,103,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 3, 3, 3, 3, 3, 3, 1, 0, 2, 4, 4, 5, 5, 6, 3, 1, 0, 2, 4, 5, 5, 6, 6, 3, 1, 0, 2, 4, 7, 5, 6, 8, 3, 1, 0, 2, 4, 7, 7, 6, 8, 3, 1, 0, 2, 7, 7, 8, 8, 8, 3, 1, 0, 2, 2, 1, 1, 1, 1, 1, 1, 0, 0, 2, 2, 2, 2, 2, 2, 2]","[1, 16, 22, 29, 41, 48, 60, 63, 80]",https://www.linkedin.com/games/queens/?puzzleId=103,"""5x5 Irregular Sudoku""",DB Game is good,Hard,9x9,Unique,TRUE,Hinter works,86.40%,59.70%,,
8/12,104,"[0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 3, 3, 0, 1, 0, 2, 2, 3, 3, 0, 1, 0, 0, 0, 0, 0, 0, 1, 4, 4, 4, 5, 5, 6, 6, 4, 4, 4, 4, 5, 5, 6, 4, 4, 4, 4, 5, 5, 6]","[6, 8, 17, 21, 33, 37, 46]",https://www.linkedin.com/games/queens/?puzzleId=104,"""Eight Lifting""",DB Game is good,Easy,7x7,Unique,TRUE,Hinter works,96.30%,73.00%,,
8/13,105,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 2, 2, 1, 1, 1, 1, 1, 3, 2, 4, 4, 4, 1, 1, 1, 3, 3, 4, 5, 5, 5, 1, 1, 3, 3, 3, 5, 6, 6, 6, 6, 3, 3, 3, 5, 6, 7, 7, 7, 3, 3, 7, 7, 6, 7, 7, 7, 3, 7, 7, 7, 7, 7, 7, 7]","[0, 10, 20, 31, 37, 43, 49, 62]",https://www.linkedin.com/games/queens/?puzzleId=105,"""Growing""",DB Game is good,Easy,8x8,Unique,TRUE,Hinter works,94.80%,68.80%,,
8/14,106,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 0, 1, 1, 1, 1, 1, 2, 3, 4, 5, 5, 2, 2, 2, 3, 4, 5, 6, 6, 2, 2, 3, 4, 5, 6, 2, 2, 2, 3, 3, 3, 6, 2, 2, 2]","[5, 10, 20, 22, 32, 37, 42]",https://www.linkedin.com/games/queens/?puzzleId=106,"""Flags""",DB Game is good,Easy-Medium,7x7,Unique,TRUE,Hinter works,95%,74.30%,,
8/15,107,"[0, 0, 0, 1, 1, 1, 2, 2, 3, 0, 0, 0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 1, 1, 2, 2, 2, 2, 4, 0, 0, 1, 2, 2, 2, 2, 2, 5, 5, 5, 1, 1, 1, 6, 2, 6, 5, 7, 7, 7, 8, 7, 6, 2, 6, 5, 5, 7, 7, 7, 7, 6, 2, 6, 5, 7, 7, 7, 7, 7, 6, 2, 6, 5, 5, 5, 7, 7, 7, 6, 6, 6]","[8, 10, 21, 27, 42, 49, 61, 68, 74]",https://www.linkedin.com/games/queens/?puzzleId=107,"""Vowels of Queen""",DB Game is good,Easy-Medium,9x9,Unique,TRUE,Hinter works,91%,64.20%,,
8/16,108,"[0, 0, 0, 1, 1, 1, 2, 2, 0, 0, 0, 0, 1, 3, 3, 2, 0, 0, 0, 0, 1, 3, 3, 2, 4, 0, 0, 0, 0, 3, 5, 5, 4, 4, 0, 0, 0, 0, 0, 5, 6, 4, 7, 0, 0, 0, 0, 0, 6, 6, 7, 7, 0, 0, 0, 0, 6, 6, 6, 7, 7, 0, 0, 0]","[6, 12, 18, 29, 39, 41, 51, 56]",https://www.linkedin.com/games/queens/?puzzleId=108,"""Channel""",DB Game is good,Medium,8x8,Unique,TRUE,Hinter works,93.70%,70.60%,,
8/17,109,"[0, 1, 2, 3, 4, 4, 4, 4, 0, 1, 2, 3, 5, 6, 6, 4, 0, 1, 2, 3, 5, 5, 6, 4, 0, 1, 2, 3, 3, 5, 5, 4, 1, 1, 2, 2, 3, 3, 3, 3, 1, 1, 2, 2, 2, 2, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 7, 7, 7, 7]","[4, 14, 16, 29, 34, 47, 49, 59]",https://www.linkedin.com/games/queens/?puzzleId=109,"""Waves""",DB Game is good,Medium-Hard,8x8,Unique,TRUE,Hinter works,89.20%,68.90%,,
8/18,110,"[0, 0, 1, 1, 1, 2, 2, 2, 2, 0, 0, 1, 3, 4, 2, 2, 2, 2, 0, 0, 3, 3, 4, 5, 5, 2, 2, 0, 0, 3, 4, 4, 4, 5, 5, 2, 0, 4, 4, 4, 4, 4, 4, 4, 6, 0, 7, 7, 4, 4, 4, 8, 6, 6, 0, 6, 7, 7, 4, 8, 8, 6, 6, 6, 6, 6, 6, 4, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[4, 17, 24, 29, 43, 45, 57, 68, 73]",https://www.linkedin.com/games/queens/?puzzleId=110,"""Targeted""",DB Game is good,Hard,9x9,Unique,TRUE,Hinter works,81.80%,62.30%,,
8/19,111,"[0, 0, 1, 1, 1, 2, 2, 0, 1, 1, 3, 1, 1, 2, 0, 1, 3, 3, 3, 1, 4, 0, 1, 1, 3, 1, 1, 4, 0, 5, 1, 1, 1, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[5, 9, 18, 27, 28, 38, 43]",https://www.linkedin.com/games/queens/?puzzleId=111,"""Cyclops""",DB Game is good,Easy,7x7,Unique,TRUE,Hinter works,96.70%,74.90%,,
8/20,112,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 3, 0, 1, 1, 0, 0, 0, 2, 3, 4, 1, 5, 0, 0, 2, 2, 3, 4, 1, 5, 0, 6, 2, 7, 3, 3, 1, 5, 6, 6, 6, 7, 3, 3, 3, 5, 6, 6, 6, 7, 3, 3, 3, 5]","[1, 14, 20, 31, 37, 42, 48, 59]",https://www.linkedin.com/games/queens/?puzzleId=112,"""City Skyline""",DB Game is good,Easy,8x8,Unique,TRUE,Hinter works,93.50%,69.60%,,
8/21,113,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 2, 2, 1, 1, 1, 0, 0, 2, 2, 3, 2, 2, 1, 1, 0, 2, 2, 3, 3, 3, 2, 2, 1, 0, 2, 3, 3, 3, 4, 4, 2, 1, 5, 2, 2, 3, 4, 4, 2, 2, 1, 5, 6, 2, 2, 4, 2, 2, 7, 8, 5, 6, 5, 2, 2, 2, 7, 7, 8, 5, 5, 5, 5, 5, 5, 5, 8, 8]","[3, 15, 22, 29, 41, 45, 61, 64, 80]",https://www.linkedin.com/games/queens/?puzzleId=113,"""Big O""",DB Game is good,Easy-Medium,9x9,Duplicate,TRUE,Hinter works,90.80%,62.40%,,
8/22,114,"[0, 0, 0, 1, 1, 1, 2, 2, 0, 0, 1, 1, 1, 3, 3, 2, 0, 1, 1, 1, 1, 3, 3, 1, 4, 4, 4, 4, 1, 1, 1, 1, 5, 6, 6, 4, 4, 1, 1, 1, 5, 6, 6, 6, 4, 1, 1, 7, 5, 5, 4, 4, 4, 1, 1, 7, 5, 5, 5, 5, 4, 7, 7, 7]","[7, 9, 22, 28, 34, 40, 51, 61]",https://www.linkedin.com/games/queens/?puzzleId=114,"""Different Corners""",DB Game is good,Medium,8x8,Unique,TRUE,Hinter works,84.40%,59.40%,,
8/23,115,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 2, 2, 2, 2, 2, 1, 0, 0, 0, 2, 2, 3, 3, 2, 4, 0, 0, 0, 2, 5, 5, 3, 2, 4, 0, 0, 6, 6, 6, 5, 2, 2, 4, 0, 7, 8, 8, 6, 2, 2, 2, 4, 0, 7, 7, 8, 6, 0, 0, 0, 0, 0, 7, 7, 7, 0, 0, 0, 0, 0, 0]","[8, 15, 20, 32, 43, 49, 55, 66, 72]",https://www.linkedin.com/games/queens/?puzzleId=115,"""Echo""",DB Game is good,Medium,9x9,Unique,TRUE,Hinter works,89.90%,53.70%,,
8/24,116,"[6, 6, 6, 6, 6, 6, 7, 7, 7, 1, 0, 0, 0, 5, 6, 6, 6, 7, 1, 1, 1, 0, 5, 6, 3, 3, 7, 2, 0, 0, 0, 5, 8, 3, 8, 7, 2, 0, 4, 4, 4, 8, 3, 8, 7, 2, 0, 0, 0, 4, 8, 8, 8, 7, 2, 2, 2, 2, 4, 7, 7, 8, 7, 2, 2, 2, 2, 2, 7, 7, 8, 7, 2, 2, 2, 7, 7, 7, 7, 7, 7]","[5, 9, 22, 33, 39, 46, 61, 65, 80]",https://www.linkedin.com/games/queens/?puzzleId=116,"""24""",DB Game is good,Easy-Medium,9x9,Unique,TRUE,Hinter works,87.10%,48.10%,,
8/25,117,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 2, 1, 1, 2, 1, 1, 1, 0, 0, 2, 2, 1, 1, 2, 2, 1, 1, 3, 0, 2, 2, 2, 2, 2, 2, 4, 1, 3, 0, 0, 2, 2, 2, 2, 4, 4, 1, 3, 3, 0, 0, 2, 2, 5, 6, 6, 1, 3, 7, 7, 8, 2, 2, 5, 5, 6, 1, 7, 7, 8, 8, 2, 2, 5, 5, 9, 1, 7, 7, 2, 2, 2, 2, 2, 2, 9, 1, 7, 9, 9, 9, 9, 9, 9, 9, 9, 9]","[4, 19, 22, 38, 40, 57, 63, 76, 81, 95]",https://www.linkedin.com/games/queens/?puzzleId=117,"""Trophy""",DB Game is good,Medium-Hard,10x10,Unique,TRUE,Hinter works,88.00%,47.40%,,
8/26,118,"[0, 1, 1, 2, 3, 3, 3, 4, 0, 0, 1, 2, 2, 3, 3, 4, 5, 0, 0, 0, 0, 3, 3, 4, 5, 5, 0, 0, 0, 0, 3, 4, 6, 6, 0, 0, 0, 0, 3, 0, 7, 6, 0, 0, 0, 0, 0, 0, 7, 7, 7, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 0, 0, 0]","[2, 12, 23, 24, 38, 41, 53, 59]",https://www.linkedin.com/games/queens/?puzzleId=118,"""Clones""",DB Game is good,Easy,8x8,Unique,TRUE,Hinter works,94.70%,64.10%,,
